2011Zones,Public Transport Mean Indicator Minutes
Leith (Hermitage and Prospect Bank) - 04,4
Leith (Hermitage and Prospect Bank) - 05,5.8
Leith (Hermitage and Prospect Bank) - 06,9.9
Lennoxtown - 01,9.2
Lennoxtown - 02,4.5
Lennoxtown - 03,6.5
Lennoxtown - 04,8.3
Lennoxtown - 05,7.3
Lenzie North - 01,12.2
Lenzie North - 02,11.7
Lenzie North - 03,11.6
Lenzie North - 04,7.8
Lenzie North - 05,6.9
Lenzie North - 06,8.3
Lenzie North - 07,9.8
Lenzie South - 01,6.1
Lenzie South - 02,12
Lenzie South - 03,11.9
Lenzie South - 04,12.5
Lerwick North - 01,3.1
Lerwick North - 02,3.7
Lerwick North - 03,33.6
Lerwick North - 04,5.8
Lerwick North - 05,5.9
Lerwick North - 06,6.1
Lerwick North - 07,9.8
Lerwick South - 01,15.8
Lerwick South - 02,9.4
Lerwick South - 03,7
Lerwick South - 04,5.6
Leslie East,4.5
Leslie Landward,6.8
Leslie South West and Auchmuir,5.7
Leslie West,3.4
Lesmahagow - 01,5.5
Lesmahagow - 02,4.7
Lesmahagow - 03,5
Lesmahagow - 04,4.3
Lesmahagow - 05,5.9
Letham - 01,11.9
Letham - 02,14.7
Letham - 03,12.4
Letham - 04,11.7
Letham - 05,10.1
Letham - 06,9.5
Letham - 07,10.3
Letham - 08,14.6
Letham and Glamis - 01,33.5
Letham and Glamis - 02,20.5
Letham and Glamis - 03,16.3
Letham and Glamis - 04,14.8
Letham and Glamis - 05,13.4
Letham and Glamis - 06,14.8
Letham and Glamis - 07,17.4
Letham and Glamis - 08,28.9
Leuchars East,5.2
Leuchars North,4
Leuchars North East and St Michaels,8.2
Leuchars West,10.4
Leuchatsbeath,8.7
Leven - 01,8.9
Leven - 02,7.3
Leven - 03,6.2
Leven - 04,5.7
Leven - 05,9.3
Leven - 06,13.5
Leven - 07,14.9
Leven Castlefleurie,13.2
Leven Letham Glen,8.3
Leven Links,5.7
Leven Montrave,6.8
Leven Mountfleurie East,7.3
Leven Mountfleurie West,9.5
Leven North,6
Leven South,4.3
Leven South West,4.2
"Lhanbryde, Urquhart, Pitgavney and seaward - 01",24.5
"Lhanbryde, Urquhart, Pitgavney and seaward - 02",27.9
"Lhanbryde, Urquhart, Pitgavney and seaward - 03",18.8
"Lhanbryde, Urquhart, Pitgavney and seaward - 04",19.5
"Lhanbryde, Urquhart, Pitgavney and seaward - 05",15.4
Liberton East - 01,8.3
Liberton East - 02,12.6
Liberton East - 03,11.1
Liberton East - 04,5.2
Liberton West and Braid Hills - 01,5.1
Liberton West and Braid Hills - 02,4.8
Liberton West and Braid Hills - 03,9.7
Liberton West and Braid Hills - 04,7.2
Limekilns,9.5
Linktown Central,7.2
Linktown East,5.9
Linktown North,7.5
Linktown South and Seafield North,8.7
Linlathen and Midcraigie - 01,7.9
Linlathen and Midcraigie - 02,8.9
Linlathen and Midcraigie - 03,8.4
Linlathen and Midcraigie - 04,10.2
Linlathen and Midcraigie - 05,10
Linlathen and Midcraigie - 06,9.6
Linlathen and Midcraigie - 07,9.9
Linlithgow Bridge - 01,8.7
Linlithgow Bridge - 02,5.4
Linlithgow Bridge - 03,3
Linlithgow Bridge - 04,5.7
Linlithgow Bridge - 05,9.4
Linlithgow Bridge - 06,14
Linlithgow North - 01,6.9
Linlithgow North - 02,8.9
Linlithgow North - 03,9
Linlithgow North - 04,10.4
Linlithgow North - 05,11
Linlithgow South - 01,15.9
Linlithgow South - 02,10.6
Linlithgow South - 03,8.4
Linlithgow South - 04,7
Linlithgow South - 05,6.1
Linlithgow South - 06,12.5
Linlithgow South - 07,13.9
Linlithgow South - 08,9.7
Linwood North - 01,10.4
Linwood North - 02,8.6
Linwood North - 03,9.4
Linwood North - 04,11.4
Linwood North - 05,10.5
Linwood North - 06,13.7
Linwood South - 01,10.4
Linwood South - 02,9.4
Linwood South - 03,7.6
Linwood South - 04,6.6
Linwood South - 05,5.7
Linwood South - 06,8.6
Little Earnock - 01,22.3
Little Earnock - 02,15.8
Little Earnock - 03,11.2
Little Earnock - 04,12
Little Earnock - 05,11.7
Little Earnock - 06,9.5
Little Earnock - 07,14.8
Little Earnock - 08,15.2
Livingston Village and Eliburn South - 01,14.5
Livingston Village and Eliburn South - 02,15.8
Livingston Village and Eliburn South - 03,14.8
Livingston Village and Eliburn South - 04,10.6
Livingston Village and Eliburn South - 05,10.1
Livingston Village and Eliburn South - 06,10.7
Livingston Village and Eliburn South - 07,8.2
Livingston Village and Eliburn South - 08,11.6
Loanhead - 01,9.2
Loanhead - 02,4.1
Loanhead - 03,4.6
Loanhead - 04,6.1
Loanhead - 05,9.6
Loch Awe - 01,26.2
Loch Awe - 02,40.4
Loch Awe - 03,50.4
Loch Ness - 01,20.9
Loch Ness - 02,39.9
Loch Ness - 03,7.7
Loch Ness - 04,22.7
Loch Ness - 05,18.4
Lochaber East and North - 01,15.2
Lochaber East and North - 02,22.6
Lochaber East and North - 03,5.9
Lochaber East and North - 04,4.6
Lochaber East and North - 05,33.2
Lochaber East and North - 06,30.4
Lochaber East and North - 07,40.2
Lochaber West - 01,119.8
Lochaber West - 02,25.4
Lochaber West - 03,22.4
Lochaber West - 04,7.7
Lochaber West - 05,62.1
Lochaber West - 06,27.4
Lochalsh - 01,29.4
Lochalsh - 02,26.1
Lochalsh - 03,31.5
Lochalsh - 04,7.4
Locharbriggs - 01,6.6
Locharbriggs - 02,6
Locharbriggs - 03,5.1
Locharbriggs - 04,10.9
Locharbriggs - 05,13.3
Lochee - 01,10.3
Lochee - 02,7.7
Lochee - 03,9.2
Lochee - 04,4.4
Lochee - 05,6.8
Lochee - 06,6.7
Lochee - 07,9.6
Lochgelly Albion Park and New Farm Vale,11.8
Lochgelly Central and Eastern,6.6
Lochgelly Central and Western,7.3
Lochgelly East,5.4
Lochgelly North,7.5
Lochgelly South West,6.6
Lochgelly St Patricks and The Beeches,8.5
Lochgelly West,3.9
Lochgelly West and Lumphinnans Central,5.7
Lochmaben - 01,25.5
Lochmaben - 02,6.5
Lochmaben - 03,9.1
Lochmaben - 04,22.5
Lochore Central,4.3
Lochore North,5.2
Lochside and Lincluden - 01,15.7
Lochside and Lincluden - 02,13.5
Lochside and Lincluden - 03,14.3
Lochside and Lincluden - 04,12.8
Lochside and Lincluden - 05,11.1
Lochside and Lincluden - 06,10.3
Lochside and Lincluden - 07,9.4
Lochside and Lincluden - 08,13.8
"Lochside, Braehead and Whitletts - 01",14.1
"Lochside, Braehead and Whitletts - 02",12.5
"Lochside, Braehead and Whitletts - 03",11.1
"Lochside, Braehead and Whitletts - 04",13.2
"Lochside, Braehead and Whitletts - 05",10.9
"Lochside, Braehead and Whitletts - 06",9.7
Lochty View,9.3
Lochwinnoch - 01,4.1
Lochwinnoch - 02,6.3
Lochwinnoch - 03,7.1
Lochwinnoch - 04,4.6
Lockerbie - 01,6.4
Lockerbie - 02,5.8
Lockerbie - 03,5.7
Lockerbie - 04,4.1
Lockerbie - 05,7.1
Lockerbie - 06,13
Logie and Blackness - 01,6.6
Logie and Blackness - 02,6.3
Logie and Blackness - 03,6.8
Logie and Blackness - 04,6.2
Logie and Blackness - 05,7
Logie and Blackness - 06,8.9
Lomond - 01,12.4
Lomond - 02,10.9
Lomond - 03,12.1
Lomond - 04,11.9
Lomond - 05,17
Lomond - 06,20.3
Lomond Shore - 01,22.7
Lomond Shore - 02,21.8
Lomond Shore - 03,16.1
Lomond Shore - 04,21.8
Lomond Shore - 05,21.2
Longniddry and Aberlady - 01,12.6
Longniddry and Aberlady - 02,12.6
Longniddry and Aberlady - 03,14
Longniddry and Aberlady - 04,11
Longniddry and Aberlady - 05,14.3
Longniddry and Aberlady - 06,19.3
Longniddry and Aberlady - 07,16.9
Longside and Rattray - 01,20.6
Longside and Rattray - 02,19.1
Longside and Rattray - 03,19.8
Longside and Rattray - 04,26.9
Longside and Rattray - 05,25.8
Longside and Rattray - 06,16.1
Longside and Rattray - 07,29
Longside and Rattray - 08,35.6
Longstone and Saughton - 01,5.2
Longstone and Saughton - 02,7.3
Longstone and Saughton - 03,14.9
Longstone and Saughton - 04,13
Longstone and Saughton - 05,11.4
Lossiemouth East and Seatown - 01,8.5
Lossiemouth East and Seatown - 02,7
Lossiemouth East and Seatown - 03,11.3
Lossiemouth East and Seatown - 04,7.5
Lossiemouth East and Seatown - 05,10.2
Lossiemouth West - 01,8.1
Lossiemouth West - 02,7.4
Lossiemouth West - 03,7.2
Lossiemouth West - 04,4.8
Lossiemouth West - 05,3.3
Lossiemouth West - 06,3.9
Low Blantyre and Bardykes - 01,12.4
Low Blantyre and Bardykes - 02,13.9
Low Blantyre and Bardykes - 03,16.6
Low Blantyre and Bardykes - 04,17.3
Low Blantyre and Bardykes - 05,21.6
Low Waters - 01,4.8
Low Waters - 02,10.3
Low Waters - 03,3.8
Low Waters - 04,4.9
"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 01",11.8
"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 02",13.4
"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 03",12.6
"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 04",10.2
"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 05",8.9
"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 06",7
"Lower Bow and Larkfield, Fancy Farm, Mallard Bowl - 07",7.4
Lower Largo,16.9
Lower Largo Northern,14.7
Lower Methil,8.6
Lower Whitecraigs and South Giffnock - 01,10
Lower Whitecraigs and South Giffnock - 02,7.6
Lower Whitecraigs and South Giffnock - 03,4.6
Lower Whitecraigs and South Giffnock - 04,9.2
Lumphinnans,7.9
Lunan - 01,21.3
Lunan - 02,34.8
Lunan - 03,21
Lunan - 04,20.1
Luncarty and Dunkeld - 01,5.8
Luncarty and Dunkeld - 02,3.8
Luncarty and Dunkeld - 03,15.9
Luncarty and Dunkeld - 04,14.9
Luncarty and Dunkeld - 05,24.2
Luncarty and Dunkeld - 06,9.4
Luncarty and Dunkeld - 07,12.3
Lundin Links,12.9
Lynebank,10.7
Macduff - 01,4.7
Macduff - 02,5.7
Macduff - 03,9.3
Macduff - 04,3.7
Macduff - 05,8.1
Macedonia East,6.9
Macedonia North,7.6
Macedonia West,8.2
Machars North - 01,29.4
Machars North - 02,12.4
Machars North - 03,16.3
Machars North - 04,17.8
Machars South - 01,16.2
Machars South - 02,4.5
Machars South - 03,19.6
Machars South - 04,20.1
Machars South - 05,10.7
Machars South - 06,3.4
Machars South - 07,15.8
Maddiston and Rumford - 01,10
Maddiston and Rumford - 02,14
Maddiston and Rumford - 03,11.5
Maddiston and Rumford - 04,17.2
Maddiston and Rumford - 05,11.9
Maddiston and Rumford - 06,15.5
Madras and St Leonards,7.8
Marchmont East and Sciennes - 01,6.3
Marchmont East and Sciennes - 02,7
Marchmont East and Sciennes - 03,5.5
Marchmont East and Sciennes - 04,1.9
Marchmont East and Sciennes - 05,2.9
Marchmont East and Sciennes - 06,2.7
Marchmont West - 01,4.3
Marchmont West - 02,3.8
Marchmont West - 03,4.8
Marchmont West - 04,4.4
Marchmont West - 05,2.3
Marchmont West - 06,4.7
Marchmont West - 07,5.8
Markinch East,3.6
Markinch North,4.2
Markinch West,6.8
Maryhill East - 01,11.4
Maryhill East - 02,15.2
Maryhill East - 03,15.7
Maryhill East - 04,14.6
Maryhill West - 01,13.3
Maryhill West - 02,12.2
Maryhill West - 03,14.1
Maryhill West - 04,14.5
Masterton Central,12
Masterton North,10.1
Masterton South,14.7
Mastrick - 01,6.2
Mastrick - 02,5.4
Mastrick - 03,4.1
Mastrick - 04,3.4
Mastrick - 05,4.3
Mastrick - 06,5.4
Mastrick - 07,7.4
Mauchline - 01,6.3
Mauchline - 02,5.8
Mauchline - 03,6.9
Mauchline - 04,5
Mauchline - 05,7.8
Mauchline Rural - 01,13.9
Mauchline Rural - 02,16
Mauchline Rural - 03,13.3
Mauchline Rural - 04,12.3
Mauchline Rural - 05,8.8
Mauchline Rural - 06,8.6
Mauchline Rural - 07,17.6
Maxwell Park - 01,4.1
Maxwell Park - 02,11.7
Maxwell Park - 03,11.8
Maxwell Park - 04,6.9
Maxwell Park - 05,8.6
Maxwell Park - 06,3.1
Maxwell Park - 07,4.1
Maybole - 01,5.1
Maybole - 02,3.9
Maybole - 03,10
Maybole - 04,9.4
Maybole - 05,11.2
Maybole - 06,6.3
Maybole - 07,10.1
Mayfield - 01,11.3
Mayfield - 02,10.1
Mayfield - 03,8.5
Mayfield - 04,6
Mayfield - 05,9.5
Mayfield - 06,13
Meadowbank and Abbeyhill North - 01,4
Meadowbank and Abbeyhill North - 02,6.5
Meadowbank and Abbeyhill North - 03,6.8
Meadowbank and Abbeyhill North - 04,6.7
Meadowbank and Abbeyhill North - 05,8.9
Meadows and Southside - 01,2.8
Meadows and Southside - 02,5
Meadows and Southside - 03,6.2
Meadows and Southside - 04,5.7
Meadows and Southside - 05,5
Meadows and Southside - 06,4.2
Meadows and Southside - 07,3.3
Meadows and Southside - 08,6.6
Mearns and Laurencekirk - 01,13.1
Mearns and Laurencekirk - 02,19.7
Mearns and Laurencekirk - 03,8
Mearns and Laurencekirk - 04,6.1
Mearns and Laurencekirk - 05,14.5
Mearns North and Inverbervie - 01,13.1
Mearns North and Inverbervie - 02,19.2
Mearns North and Inverbervie - 03,11.8
Mearns North and Inverbervie - 04,9.9
Mearns North and Inverbervie - 05,3.9
Mearns North and Inverbervie - 06,7.9
Mearns North and Inverbervie - 07,17.7
Mearns South and Benholm - 01,20.9
Mearns South and Benholm - 02,25.1
Mearns South and Benholm - 03,29
Mearns South and Benholm - 04,24.7
Mearns South and Benholm - 05,22
"Mearns Village, Westacres and Greenfarm - 01",5.6
"Mearns Village, Westacres and Greenfarm - 02",7.7
"Mearns Village, Westacres and Greenfarm - 03",11.6
"Mearns Village, Westacres and Greenfarm - 04",13.6
"Mearns Village, Westacres and Greenfarm - 05",10.2
"Mearns Village, Westacres and Greenfarm - 06",11.8
"Mearns Village, Westacres and Greenfarm - 07",9.8
"Mearns Village, Westacres and Greenfarm - 08",10.6
Mearnskirk and South Kirkhill - 01,4.8
Mearnskirk and South Kirkhill - 02,6.1
Mearnskirk and South Kirkhill - 03,12.1
Mearnskirk and South Kirkhill - 04,7.1
Mearnskirk and South Kirkhill - 05,6.8
Mearnskirk and South Kirkhill - 06,6.6
Mearnskirk and South Kirkhill - 07,10.6
Mearnskirk and South Kirkhill - 08,14.7
Melrose - Dingleton Hill,10.3
Melrose - High Street,6.2
Melrose - Newstead,7.2
Menstrie - 01,13.3
Menstrie - 02,9.3
Menstrie - 03,15.3
Menstrie - 04,9.6
Menzieshill - 01,7.5
Menzieshill - 02,8.9
Menzieshill - 03,7.1
Menzieshill - 04,6.9
Menzieshill - 05,5
Menzieshill - 06,5
Merchiston and Greenhill - 01,4.7
Merchiston and Greenhill - 02,7.2
Merchiston and Greenhill - 03,6.4
Merchiston and Greenhill - 04,5.9
Merchiston and Greenhill - 05,3
Merchiston and Greenhill - 06,3.5
Merrylee and Braidbar - 01,19.1
Merrylee and Braidbar - 02,14
Merrylee and Braidbar - 03,11.5
Merrylee and Braidbar - 04,12
Merrylee and Braidbar - 05,8.3
Merrylee and Braidbar - 06,6.7
Merrylee and Braidbar - 07,7.5
Merrylee and Millbrae - 01,6.5
Merrylee and Millbrae - 02,6.5
Merrylee and Millbrae - 03,9
Merrylee and Millbrae - 04,10.1
Merryton and Meadowhill - 01,7.3
Merryton and Meadowhill - 02,6.9
Merryton and Meadowhill - 03,9.2
Merryton and Meadowhill - 04,7.5
Methil Kirkland,6.3
Methil Memorial Park,8.1
Methil Methilmill,8.6
Methil New Bayview,8.2
Methil Old Bayview,9
Methil Savoy,5.5
Methil Sea Road,8.2
Methil Trees East,5.7
Methil Trees West,5.9
Methilhill North,6.8
Methilhill South West,5.6
Methilhill Toll Bar,5
Mid Argyll - 01,8.9
Mid Argyll - 02,12
Mid Argyll - 03,44.3
Mid Argyll - 04,21.8
Mid Calder and Kirknewton - 01,10.5
Mid Calder and Kirknewton - 02,10.9
Mid Calder and Kirknewton - 03,9.9
Mid Calder and Kirknewton - 04,11.9
Mid Calder and Kirknewton - 05,7.8
Mid Calder and Kirknewton - 06,18.5
Mid Calder and Kirknewton - 07,14
Mid Calder and Kirknewton - 08,16.2
Mid Nithsdale - 01,19.7
Mid Nithsdale - 02,22.4
Mid Nithsdale - 03,20.1
Mid Nithsdale - 04,19.6
Mid Nithsdale - 05,18.5
Mid Nithsdale - 06,16.9
Middlebank,17.9
Midstocket - 01,5.7
Midstocket - 02,5.7
Midstocket - 03,5.6
Midstocket - 04,3.7
Midstocket - 05,8.8
Midstocket - 06,6.1
Milesmark East,15.3
Milesmark West,14.1
Milnathort and Crook of Devon - 01,23.3
Milnathort and Crook of Devon - 02,12.4
Milnathort and Crook of Devon - 03,7.3
Milnathort and Crook of Devon - 04,10.4
Milnwood - 01,5.6
Milnwood - 02,6.8
Milnwood - 03,5.6
Milnwood - 04,6.9
Milnwood - 05,8.3
Milnwood - 06,8.8
Milnwood - 07,10.7
Milton East - 01,10.3
Milton East - 02,6.4
Milton East - 03,4.9
Milton East - 04,3.6
Milton East - 05,5
Milton of Balgonie,9.8
Milton of Campsie - 01,17.4
Milton of Campsie - 02,12.1
Milton of Campsie - 03,16.6
Milton of Campsie - 04,10.4
Milton of Campsie - 05,8.9
Milton West - 01,6.5
Milton West - 02,8
Milton West - 03,11.2
Milton West - 04,10.8
Milton West - 05,9.6
Mintlaw - 01,11
Mintlaw - 02,6.9
Mintlaw - 03,6.3
Mintlaw - 04,3.1
Minto Cauldmill and Boonraw Area,31
Mitchelston and Randolph,11
Moffat - 01,11.4
Moffat - 02,5.3
Moffat - 03,7
Moffat - 04,10.3
Moffat - 05,16.6
Moncrieffe and Friarton - 01,13.6
Moncrieffe and Friarton - 02,12.6
Moncrieffe and Friarton - 03,10.6
Moncrieffe and Friarton - 04,11.7
Moncrieffe and Friarton - 05,10.2
Monifieth East - 01,6.7
Monifieth East - 02,3.8
Monifieth East - 03,6.4
Monifieth East - 04,5.3
Monifieth East - 05,6.3
Monifieth East - 06,4.4
Monifieth East - 07,5.8
Monifieth West - 01,9.6
Monifieth West - 02,6.7
Monifieth West - 03,9.3
Monifieth West - 04,15.2
Monikie - 01,22.7
Monikie - 02,19.8
Monikie - 03,25.9
Monikie - 04,32.1
Monikie - 05,16.8
Monikie - 06,15.5
Monikie - 07,24.9
Monikie - 08,19.7
Monimal Pitlessie and Cults,19
Montrose North - 01,12.6
Montrose North - 02,14.6
Montrose North - 03,16.8
Montrose North - 04,17.9
Montrose North - 05,18.6
Montrose North - 06,20.8
Montrose South - 01,12.6
Montrose South - 02,9.9
Montrose South - 03,12.2
Montrose South - 04,7.4
Montrose South - 05,6.7
Montrose South - 06,9.7
Montrose South - 07,11.4
Moodiesburn East - 01,8.1
Moodiesburn East - 02,5.1
Moodiesburn East - 03,7.7
Moodiesburn East - 04,7.8
Moodiesburn East - 05,9.4
Moodiesburn West - 01,4.9
Moodiesburn West - 02,4.7
Moodiesburn West - 03,4.6
Moodiesburn West - 04,6.6
Moodiesburn West - 05,5.4
Morebattle Hownam and Area,40.2
Moredun and Craigour - 01,8.7
Moredun and Craigour - 02,8.7
Moredun and Craigour - 03,8
Moredun and Craigour - 04,6.3
Morningside - 01,6.6
Morningside - 02,7.7
Morningside - 03,5.8
Morningside - 04,5.2
Morningside - 05,7
Morningside - 06,3.9
Morningside - 07,3.1
Morningside - 08,3.4
Morningside and Craighouse - 01,8.4
Morningside and Craighouse - 02,6.3
Morningside and Craighouse - 03,5.8
Morningside and Craighouse - 04,3.4
Morningside and Craighouse - 05,5.5
Mortonhall and Anwickhill - 01,13.2
Mortonhall and Anwickhill - 02,8.7
Mortonhall and Anwickhill - 03,9.4
Mossbank and Donibristle,9.1
Mossneuk and Newlandsmuir - 01,11.4
Mossneuk and Newlandsmuir - 02,10.8
Mossneuk and Newlandsmuir - 03,11.2
Mossneuk and Newlandsmuir - 04,12.1
Mossneuk and Newlandsmuir - 05,12.3
Mosspark - 01,7.7
Mosspark - 02,10.7
Mosspark - 03,7.6
Mosspark - 04,10.4
Mosspark - 05,7.2
Mosspark - 06,7.8
Mosspark - 07,8
"Mosstodloch, Portgordon and seaward - 01",15.1
"Mosstodloch, Portgordon and seaward - 02",16.4
"Mosstodloch, Portgordon and seaward - 03",41.2
"Mosstodloch, Portgordon and seaward - 04",16.1
"Mosstodloch, Portgordon and seaward - 05",8.7
Motherwell North - 01,11.7
Motherwell North - 02,12.3
Motherwell North - 03,11.3
Motherwell North - 04,12.4
Motherwell South - 01,9.8
Motherwell South - 02,10
Motherwell South - 03,6.9
Motherwell South - 04,5.7
Motherwell South - 05,7.8
Motherwell West - 01,7.2
Motherwell West - 02,6.1
Motherwell West - 03,11
Motherwell West - 04,7.7
Motherwell West - 05,8.1
Mount Florida - 01,4.8
Mount Florida - 02,9.3
Mount Florida - 03,5.8
Mount Florida - 04,4.3
Mount Florida - 05,2.5
Mount Vernon North and Sandyhills - 01,13.7
Mount Vernon North and Sandyhills - 02,10.8
Mount Vernon North and Sandyhills - 03,9.7
Mount Vernon North and Sandyhills - 04,6.5
Mount Vernon North and Sandyhills - 05,8.1
Mountcastle - 01,5.3
Mountcastle - 02,6.5
Mountcastle - 03,4.4
Mountcastle - 04,2.3
Muir of Ord - 01,13.7
Muir of Ord - 02,5.5
Muir of Ord - 03,8
Muir of Ord - 04,6.4
Muirend and Old Cathcart - 01,9
Muirend and Old Cathcart - 02,5.9
Muirend and Old Cathcart - 03,4.9
Muirend and Old Cathcart - 04,3
Muirend and Old Cathcart - 05,6.1
Muirend and Old Cathcart - 06,5.5
Muirhead - 01,8.1
Muirhead - 02,6.8
Muirhead - 03,4.7
Muirhead - 04,4.2
Muirhead - 05,3.8
Muirhead - 06,8.5
Muirhead - 07,7.4
Muirhead - 08,13.3
Muirhouse - 01,11.9
Muirhouse - 01,7.5
Muirhouse - 02,9.1
Muirhouse - 02,6
Muirhouse - 03,11.9
Muirhouse - 03,6.6
Muirhouse - 04,9.9
Muirhouse - 04,7.1
Muirhouse - 05,9.9
Muirhouse - 05,5.8
Muirhouse - 06,10.1
Muirhouse and Knowetop - 01,7.2
Muirhouse and Knowetop - 02,7.6
Muirhouse and Knowetop - 03,11.3
Muirhouse and Knowetop - 04,5.4
Muirhouse and Knowetop - 05,5.2
Muirhouse and Knowetop - 06,8.9
Muirhouse and Knowetop - 07,11.8
Muirhouse and Knowetop - 08,7.5
Muirhouse and Knowetop - 09,4.4
Muirton - 01,8.9
Muirton - 02,10.4
Muirton - 03,8.3
Muirton - 04,8.3
"Mull, Iona, Coll and Tiree - 01",28.5
"Mull, Iona, Coll and Tiree - 02",32.2
"Mull, Iona, Coll and Tiree - 03",7
"Mull, Iona, Coll and Tiree - 04",33.4
"Mull, Iona, Coll and Tiree - 05",42.5
Murrayburn and Wester Hailes North - 01,8
Murrayburn and Wester Hailes North - 02,9.6
Murrayburn and Wester Hailes North - 03,9.4
Murrayburn and Wester Hailes North - 04,10.7
Murrayburn and Wester Hailes North - 05,10.2
Murrayfield and Ravelston - 01,5.6
Murrayfield and Ravelston - 02,5.3
Murrayfield and Ravelston - 03,9.2
Murrayfield and Ravelston - 04,10
Murrayfield and Ravelston - 05,8.4
Musselburgh East - 01,7
Musselburgh East - 02,9.3
Musselburgh East - 03,13.4
Musselburgh East - 04,10.6
Musselburgh East - 05,8.4
Musselburgh East - 06,9.3
Musselburgh North - 01,11.1
Musselburgh North - 02,10.1
Musselburgh North - 03,8.1
Musselburgh North - 04,10
Musselburgh North - 05,8.1
Musselburgh North - 06,12.5
Musselburgh South - 01,6.7
Musselburgh South - 02,6.8
Musselburgh South - 03,9
Musselburgh South - 04,10.2
Musselburgh South - 05,11.5
Musselburgh South - 06,10.3
Musselburgh South - 07,9.3
Musselburgh West - 01,8.8
Musselburgh West - 02,10.7
Musselburgh West - 03,13.1
Musselburgh West - 04,12.3
Musselburgh West - 05,11.9
"Muthill, Greenloaning and Gleneagles - 01",25.7
"Muthill, Greenloaning and Gleneagles - 02",26.8
"Muthill, Greenloaning and Gleneagles - 03",18.4
"Muthill, Greenloaning and Gleneagles - 04",15
"Muthill, Greenloaning and Gleneagles - 05",17.2
Nairn East - 01,11.9
Nairn East - 02,8
Nairn East - 03,4.4
Nairn East - 04,18.1
Nairn East - 05,15
Nairn Rural - 01,18.6
Nairn Rural - 02,21.9
Nairn Rural - 03,22.3
Nairn Rural - 04,32
Nairn Rural - 05,33.6
Nairn Rural - 06,36.8
Nairn West - 01,12.7
Nairn West - 02,10.5
